filename,dc.contributor.author,dc.contributor.translator,dc.date.issued,dc.description[en],dc.identifier.citation[en],dc.identifier.DOI,dc.identifier.issn,dc.language.iso[en],dc.publisher[en],dc.title[en],dc.type[en],prism.issueIdentifier[en],prism.publicationName[en],prism.volume[en]
0302125.pdf,"David, Paula",,2005,,"Paula David, ""Faith,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/j2bn-xvbs",https://doi.org/10.33682/j2bn-xvbs,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Faith,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302166.pdf,"David, Paula",,2005,,"Paula David, ""Three Haiku for me and my Friends who are too Deep for our own Damn Good,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/j1kf-5v3y",https://doi.org/10.33682/j1kf-5v3y,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Three Haiku for me and my Friends who are too Deep for our own Damn Good,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302117.pdf,"Preston, Rohan",,2005,,"Rohan Preston, ""The Honey-Gatherer,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/7q63-727z",https://doi.org/10.33682/7q63-727z,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Honey-Gatherer,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302123.pdf,"Preston, Rohan",,2005,,"Rohan Preston, ""Road Show,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/k58e-xk2u",https://doi.org/10.33682/k58e-xk2u,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Road Show,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302138.pdf,"Gauntlett, Delores",,2005,,"Delores Gauntlett, ""Thirty Years Later,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/w6xc-qrn4",https://doi.org/10.33682/w6xc-qrn4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Thirty Years Later,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302141.pdf,"Gauntlett, Delores",,2005,,"Delores Gauntlett, ""Boy Cousin,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/0a4q-f7rh",https://doi.org/10.33682/0a4q-f7rh,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Boy Cousin,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302144.pdf,"Gauntlett, Delores",,2005,,"Delores Gauntlett, ""Kendal Krash-1957,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/37qm-tdbd",https://doi.org/10.33682/37qm-tdbd,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Kendal Krash-1957,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302146.pdf,"Gauntlett, Delores",,2005,,"Delores Gauntlett, ""Lamplight,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/g899-byvj",https://doi.org/10.33682/g899-byvj,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Lamplight,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302100.pdf,"Mains, Susan",,2005,,"Susan Mains, ""Visual Arts in Grenada,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/xsjm-299a",https://doi.org/10.33682/xsjm-299a,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Visual Arts in Grenada,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302129.pdf,"Johnn, Eric",,2005,,"Eric Johnn, ""Heeding the Mermaid's Instructions,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/ebj3-tzge",https://doi.org/10.33682/ebj3-tzge,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Heeding the Mermaid's Instructions,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302148.pdf,"Hill, Donald R.",,2005,,"Donald R. Hill, ""A Carriacouan View of the African Diaspora,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/0x6g-7wfs",https://doi.org/10.33682/0x6g-7wfs,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A Carriacouan View of the African Diaspora,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302007.pdf,"Accord, Clark",,2005,,"Clark Accord, ""Betsy,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/vmx8-y2tk",https://doi.org/10.33682/vmx8-y2tk,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Betsy,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302021.pdf,"Accord, Clark",,2005,,"Clark Accord, ""Jopie (A Dutch Language Translation of ""Betsy""),"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/0hsp-expv",https://doi.org/10.33682/0hsp-expv,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Jopie (A Dutch Language Translation of ""Betsy"")",Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302167.pdf,"Calderaro, Michela A.",,2005,,"Michela A. Calderaro, ""Painting With Words And Make Us See: Lorna Goodison's Controlling Silver,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/mj6h-w8kc",https://doi.org/10.33682/mj6h-w8kc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Painting With Words And Make Us See: Lorna Goodison's Controlling Silver,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
0302127.pdf,"Roberts, Maureen",,2005,,"Maureen Roberts, ""Callaloo: A Review of the Anthology Voices in a New Dawn,"" Calabash: a Journal of Caribbean Arts and Letters 3, no. 2 (Fall-Winter 2005), https://doi.org/10.33682/xze6-mj3c",https://doi.org/10.33682/xze6-mj3c,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Callaloo: A Review of the Anthology Voices in a New Dawn,Article,2,Calabash: a Journal of Caribbean Arts and Letters,3
